title,release,synopsis,seasons,episodes,genres,img_path
Charmed,1998,"Three sisters (Prue, Piper and Phoebe) reunite and unlock their powers to become the Charmed Ones, the most powerful good witches of all time, whose prophesied destiny is to protect innocent lives from evil beings such as demons and warlocks. Each sister possesses unique magical powers that grow and evolve, while they attempt to maintain normal lives in modern day San Francisco. ",8,22,"Comedy, Drama, Mystery, Sci-Fi & Fantasy",https://image.tmdb.org/t/p/w600_and_h900_bestv2/z4bPJ1BWU2EtV69NII2GVvsugQ2.jpg
Mohamed Ali Road,2020,"Written secrets are what connects the beaches in Kuwait and Mohamed Ali Road in Mumbai, as a beautiful friendship bonds Shehab and the merchant Abdel Wahab, but the friendship is tarnished when Abdel Wahab betrays his best friend.",2,30,Drama,https://image.tmdb.org/t/p/w600_and_h900_bestv2/c4ig0VYwCAnyULaoY4r45ki29h0.jpg
TONIKAWA: Over the Moon for You,2020,"First comes marriage, then comes an earthbound love that is out of this world!",1,12,"Animation, Comedy",https://image.tmdb.org/t/p/w600_and_h900_bestv2/jJKTrIfZKoFV66HGMzSa4tkObK0.jpg
Rebelde,2022,Head back to Elite Way School as a new generation of students hope to win the Battle of the Bands.,1,8,"Drama, Comedy",https://image.tmdb.org/t/p/w600_and_h900_bestv2/jRlI5euugVZR6a1Ptt0nSWeiWH.jpg
Corazon Valiente,2012,"Angela and Samantha were best friends when they were little, but a trap of fate separated them for many years. An unmissable story of loyalty, friendship, courage and love.",1,206,"Soap, Drama, Action & Adventure",https://image.tmdb.org/t/p/w600_and_h900_bestv2/4YWuiRyqnfalauuFC06S5yw92gH.jpg
Law & Order,1990,"In cases ripped from the headlines, police investigate serious and often deadly crimes, weighing the evidence and questioning the suspects until someone is taken into custody. The district attorney's office then builds a case to convict the perpetrator by proving the person guilty beyond a reasonable doubt. Working together, these expert teams navigate all sides of the complex criminal justice system to make New York a safer place.",21,10,"Crime, Drama",https://image.tmdb.org/t/p/w600_and_h900_bestv2/l7qr5Q5iJXeja9iDmdXagoUZ0Vm.jpg
Once Upon a Time,2011,"There is a town in Maine where every story book character you've ever known is trapped between two worlds, victims of a powerful curse. Only one knows the truth and only one can break the spell.",7,22,"Drama, Sci-Fi & Fantasy",https://image.tmdb.org/t/p/w600_and_h900_bestv2/49qD372jeHUTmdNMGJkjCFZdv9y.jpg
Túnel do Amor,2022,We don't have an overview translated in English. Help us expand our database by adding one.,1,18,Reality,https://image.tmdb.org/t/p/w600_and_h900_bestv2/vILMy49v8OyxwxYnggZpqbEQSm9.jpg
Lost,2004,"Stripped of everything, the survivors of a horrific plane crash  must work together to stay alive. But the island holds many secrets.",6,18,"Action & Adventure, Mystery",https://image.tmdb.org/t/p/w600_and_h900_bestv2/og6S0aTZU6YUJAbqxeKjCa3kY1E.jpg
Dan Brown's The Lost Symbol,2021,"The early adventures of young Harvard symbologist Robert Langdon, who must solve a series of deadly puzzles to save his kidnapped mentor and thwart a chilling global conspiracy.",1,10,"Action & Adventure, Drama, Mystery",https://image.tmdb.org/t/p/w600_and_h900_bestv2/rc99fLHeOH4QBROUzAyPeKCvt6T.jpg
Two and a Half Men,2003,A hedonistic jingle writer's free-wheeling life comes to an abrupt halt when his brother and 10-year-old nephew move into his beach-front house.,12,16,"Comedy, Drama",https://image.tmdb.org/t/p/w600_and_h900_bestv2/A9QDK4OWpv41W27kCv0LXe30k9S.jpg
Marvel's Daredevil,2015,Lawyer-by-day Matt Murdock uses his heightened senses from being blinded as a young boy to fight crime at night on the streets of Hell’s Kitchen as Daredevil.,3,13,"Crime, Drama, Action & Adventure",https://image.tmdb.org/t/p/w600_and_h900_bestv2/QWbPaDxiB6LW2LjASknzYBvjMj.jpg
Arcane,2021,"Amid the stark discord of twin cities Piltover and Zaun, two sisters fight on rival sides of a war between magic technologies and clashing convictions.",1,9,"Animation, Sci-Fi & Fantasy, Action & Adventure, Drama",https://image.tmdb.org/t/p/w600_and_h900_bestv2/ohGz4HDYGTite1GmRhRuBMVAn03.jpg
Ben 10,2005,"When 10-year-old Ben Tennyson discovers a mysterious device, he gains the power to change into ten different alien heroes, each with uniquely awesome powers. With such abilities at his disposal, Ben realizes a greater responsibility to help others and stop evildoers, but that doesn't mean he's above a little superpowered mischief now and then.",4,13,"Kids, Animation, Action & Adventure, Comedy",https://image.tmdb.org/t/p/w600_and_h900_bestv2/pT0NlYVIkwM2zAw9oUkePwrOlxW.jpg
Aharen-san wa Hakarenai,2022,"The story follows the ""indecipherable"" daily life of the short and quiet Reina Aharen and Raidou who sits next to her in class. Aharen is not so good at gauging the distance between people (or personal boundaries), and Raidou initially sensed some distance between the two of them. Then one day, when Raidou picked up the eraser that Aharen had dropped, the distance between them suddenly became uncomfortably close.",1,12,"Animation, Comedy",https://image.tmdb.org/t/p/w600_and_h900_bestv2/aVbzWCkIxIcKmHK4f9aWJueBHNk.jpg
Dark,2017,A missing child causes four families to help each other for answers. What they could not imagine is that this mystery would be connected to innumerable other secrets of the small town.,3,8,"Sci-Fi & Fantasy, Drama, Mystery, Crime",https://image.tmdb.org/t/p/w600_and_h900_bestv2/apbrbWs8M9lyOpJYU5WXrpFbk1Z.jpg
Modern Family,2009,"The Pritchett-Dunphy-Tucker clan is a wonderfully large and blended family. They give us an honest and often hilarious look into the sometimes warm, sometimes twisted, embrace of the modern family.",11,18,Comedy,https://image.tmdb.org/t/p/w600_and_h900_bestv2/fu5vEUHgxkAPmX26ISQXqHmlPMq.jpg
Record of Ragnarok,2021,"Before eradicating humankind from the world, the gods give them one last chance to prove themselves worthy of survival. Let the Ragnarok battles begin.",1,12,"Animation, Action & Adventure, Sci-Fi & Fantasy",https://image.tmdb.org/t/p/w600_and_h900_bestv2/kTs2WNZOukpWdNhoRlH94pSJ3xf.jpg
My Heart Relieved,2018,"A program that gives you the chance to live a social experience with a young man called ""Ghaith"". Who is roaming countries to meet people in distress and pain; to look for an opportunity to make a difference in their lives.",5,30,"Family, Reality",https://image.tmdb.org/t/p/w600_and_h900_bestv2/3iNT3rKs8q7qDr1fWxfznimZ7JV.jpg
FBI,2018,"The New York office of the FBI brings to bear all their talents, intellect and technical expertise on major cases in order to keep their city and the country safe.",4,22,"Crime, Drama, Action & Adventure",https://image.tmdb.org/t/p/w600_and_h900_bestv2/cGLQRv3MLWGrHMhRGn1zsSa9n2i.jpg
The Return,2013,"La Patrona is a Spanish-language telenovela produced by United States-based television network Telemundo Studios, Miami and Mexican Argos Comunicación. The telenovela is a remake of the Venezuelan telenovela La Dueña, written by José Ignacio Cabrujas.",1,128,"Drama, Soap",https://image.tmdb.org/t/p/w600_and_h900_bestv2/sY5Uf3VQmxA3MVxSgdDrHQcKwCV.jpg
Desperate Housewives,2004,"Looking down on her friends and family isn't a way of life for Mary Alice Young... it's a way of death. One day, in her perfect house, in the loveliest of suburbs, Mary Alice ended it all. Now she's taking us into the lives of her family, friends and neighbors, commenting from her elevated P.O.V.",8,23,"Mystery, Drama, Comedy",https://image.tmdb.org/t/p/w600_and_h900_bestv2/bqPo6t7YF38QYwuuy3zJwmFWaYz.jpg
Let's BTS,2021,"The upcoming new KBS2 special talk show 'Let's BTS', hosted by Shin Dong Yup, will feature a never-before-seen, up-close and personal side of BTS, shown across a variety of different segments. BTS will have a chance to honestly open up about their careers in interviews with each other, while also showing the public a more personal side to them through games and unique challenges. Finally, the show will top off with some special, never-before-seen live stages by the BTS boys. In addition to MC Shin Dong Yup, comedian Jang Do Yeon is expected to join BTS for some fun, quirky segments.",1,1,"Reality, Talk",https://image.tmdb.org/t/p/w600_and_h900_bestv2/pM3RHTbYfSvUwQ9t0B61oj9bkkU.jpg
BTS COMEBACK SHOW DNA,2017,We don't have an overview translated in English. Help us expand our database by adding one.,1,1,"Reality, Talk",https://image.tmdb.org/t/p/w600_and_h900_bestv2/gu9f7KJTt3oSWYtCh36GG1nuGUQ.jpg
LOL: Last One Laughing,2018,"An unscripted variety series from Mexico in which ten professional comedians compete for a cash prize by trying to make each other laugh. The one who refrains from laughing the longest, while forcing other contestants to laugh first, is the winner.",3,6,Comedy,https://image.tmdb.org/t/p/w600_and_h900_bestv2/85Fx3ax4PLQlAODI1K8Kk0kAUdO.jpg
New Amsterdam,2018,"The new medical director breaks the rules to heal the system at America's oldest public hospital. Max Goodwin sets out to tear up the bureaucracy and provide exceptional care, but the doctors and staff are not so sure he can succeed. They've heard this before. Not taking ""no"" for an answer, Dr. Goodwin's instinctive response to problems large and small is four simple words: ""How can I help?"" He has to disrupt the status quo and prove he'll stop at nothing to breathe new life into this underfunded and underappreciated hospital, returning it to the glory that put it on the map.",4,22,Drama,https://image.tmdb.org/t/p/w600_and_h900_bestv2/50zBc18T7wK1EQYDhkpau3YJIPy.jpg
Na Wspólnej,2003,"Na Wspólnej is a Polish soap opera. It has been running since 2003 on the TVN channel as its flagship primetime weekday soap opera. It is loosely based on the German production Unter Uns and it follows the lives of the inhabitants of an apartment block in Wspólna Street, Warsaw. Episodes tend to last around 20 minutes. It is a Polish version of the Hungarian ""Barátok közt"".",21,50,Soap,https://image.tmdb.org/t/p/w600_and_h900_bestv2/uksRhdaOn64bO5d33d7rcTbrhJI.jpg
Titans,2018,A team of young superheroes led by Nightwing (formerly Batman's first Robin) form to combat evil and other perils.,3,13,"Action & Adventure, Sci-Fi & Fantasy, Drama",https://image.tmdb.org/t/p/w600_and_h900_bestv2/xKnUNWFsAOaKIviIYBLei02Bauu.jpg
Spartacus,2010,"Torn from his homeland and the woman he loves, Spartacus is condemned to the brutal world of the arena where blood and death are primetime entertainment.",2,10,Drama,https://image.tmdb.org/t/p/w600_and_h900_bestv2/kAUI0oOWZbGAQMmv7WM6scvoE34.jpg
The Chase,2009,"The Chase isn’t just a quiz… it’s a race, where the players must ensure they stay one step ahead of ‘The Chaser’, a ruthless quiz genius determined to stop them winning at all costs.",15,207,Reality,https://image.tmdb.org/t/p/w600_and_h900_bestv2/fWUniKH0uRjommow4AF47NGcPt3.jpg
The A-Team,1983,"A fictional group of ex-United States Army Special Forces personnel work as soldiers of fortune while on the run from the Army after being branded as war criminals for a ""crime they didn't commit"".",5,13,Action & Adventure,https://image.tmdb.org/t/p/w600_and_h900_bestv2/iJsueZM8TqQzeB55tol4mnyQzb9.jpg
DC's Legends of Tomorrow,2016,"When heroes alone are not enough ... the world needs legends. Having seen the future, one he will desperately try to prevent from happening, time-traveling rogue Rip Hunter is tasked with assembling a disparate group of both heroes and villains to confront an unstoppable threat — one in which not only is the planet at stake, but all of time itself. Can this ragtag team defeat an immortal threat unlike anything they have ever known?",7,13,"Action & Adventure, Sci-Fi & Fantasy, Drama",https://image.tmdb.org/t/p/w600_and_h900_bestv2/AcEFDh272YVTR6B6zrrusk8BjJG.jpg
Hunter x Hunter,2011,"Twelve-year-old Gon Freecss one day discovers that the father he had always been told was dead was alive. His Father, Ging, is a Hunter — a member of society's elite with a license to go anywhere or do almost anything. Gon, determined to follow in his father's footsteps, decides to take the Hunter Examination and eventually find his father to prove himself as a Hunter in his own right. But on the way, he learns that there is more to becoming a Hunter than previously thought, and the challenges that he must face are considered the toughest in the world.",3,12,"Action & Adventure, Animation, Drama",https://image.tmdb.org/t/p/w600_and_h900_bestv2/tolQj5yffSxkEGXusPwNcvYrbph.jpg
The Handmaid's Tale,2017,"Set in a dystopian future, a woman is forced to live as a concubine under a fundamentalist theocratic dictatorship. A TV adaptation of Margaret Atwood's novel.",4,10,"Sci-Fi & Fantasy, Drama",https://image.tmdb.org/t/p/w600_and_h900_bestv2/oIkxqt6ug5zT5ZSUUyc1Iqopf02.jpg
The Witcher,2019,"Geralt of Rivia, a mutated monster-hunter for hire, journeys toward his destiny in a turbulent world where people often prove more wicked than beasts.",2,8,"Sci-Fi & Fantasy, Drama, Action & Adventure",https://image.tmdb.org/t/p/w600_and_h900_bestv2/7vjaCdMw15FEbXyLQTVa04URsPm.jpg
Midnight Mass,2021,"An unsettling omen washes ashore in the wake of the storm. Later, when the locals gather for a potluck, tragedy strikes – and a miracle occurs.",1,7,"Mystery, Drama, Sci-Fi & Fantasy",https://image.tmdb.org/t/p/w600_and_h900_bestv2/iYoMZYVD775MtBYJfv6OGY1FsnL.jpg
The Amazing World of Gumball,2011,"The life of Gumball Watterson, a 12-year old cat who attends middle school in Elmore. Accompanied by his pet, adoptive brother, and best friend Darwin Watterson, he frequently finds himself involved in various shenanigans around the city, during which he interacts with various family members: Anais, Richard, and Nicole Watterson, and other various citizens.",6,44,"Animation, Family, Sci-Fi & Fantasy, Comedy",https://image.tmdb.org/t/p/w600_and_h900_bestv2/VYnnyA2hyxi3VUPgCA71mMtt69.jpg
